seqnames,start,end,width,gen,ID,study
chr5,79818963,79819734,772,,bonobo,SNIFFLES
chr5,79880588,79882166,1579,,bonobo,SNIFFLES
chr5,81942341,81943404,1064,,bonobo,SNIFFLES
chr5,82056025,82056968,944,,bonobo,SNIFFLES
chr5,83843365,83843401,37,,bonobo,SNIFFLES
chr5,84435708,84436065,358,,bonobo,SNIFFLES
chr5,87273162,87274018,857,,bonobo,SNIFFLES
chr5,87775544,87776585,1042,,bonobo,SNIFFLES
chr5,87805456,87805807,352,,bonobo,SNIFFLES
chr5,89383418,89383617,200,,bonobo,SNIFFLES
chr5,89785311,89786068,758,,bonobo,SNIFFLES
chr5,92051274,92051365,92,,bonobo,SNIFFLES
chr5,95007750,95012023,4274,,bonobo,SNIFFLES
chr5,95041442,95042479,1038,,bonobo,SNIFFLES
chr5,95341733,95343263,1531,,bonobo,SNIFFLES
chr5,96470862,96470897,36,,bonobo,SNIFFLES
chr5,96976849,96977875,1027,,bonobo,SNIFFLES
chr5,99064177,99064676,500,,bonobo,SNIFFLES
chr5,99183241,99185991,2751,,bonobo,SNIFFLES
chr5,99189345,99189654,310,,bonobo,SNIFFLES
chr5,100008886,100008919,34,,bonobo,SNIFFLES
chr5,100531469,100531669,201,,bonobo,SNIFFLES
chr5,101245150,101245206,57,,bonobo,SNIFFLES
chr5,102531533,102532388,856,,bonobo,SNIFFLES
chr5,102713974,102714015,42,,bonobo,SNIFFLES
chr5,106564949,106575140,10192,,bonobo,SNIFFLES
chr5,106597714,106598644,931,,bonobo,SNIFFLES
chr5,108843314,108843383,70,,bonobo,SNIFFLES
chr5,111285743,111285943,201,,bonobo,SNIFFLES
chr5,112084339,112085105,767,,bonobo,SNIFFLES
chr5,112459832,112459985,154,,bonobo,SNIFFLES
chr5,114027782,114028018,237,,bonobo,SNIFFLES
chr5,116447919,116448253,335,,bonobo,SNIFFLES
chr5,118001014,118001124,111,,bonobo,SNIFFLES
chr5,118156251,118157958,1708,,bonobo,SNIFFLES
chr5,118967338,118967458,121,,bonobo,SNIFFLES
chr5,119317005,119317610,606,,bonobo,SNIFFLES
chr5,120054291,120054898,608,,bonobo,SNIFFLES
chr5,121159735,121161071,1337,,bonobo,SNIFFLES
chr5,121559725,121559852,128,,bonobo,SNIFFLES
chr5,121874457,121875775,1319,,bonobo,SNIFFLES
chr5,124778796,124779588,793,,bonobo,SNIFFLES
chr5,124808004,124808299,296,,bonobo,SNIFFLES
chr5,125450544,125450707,164,,bonobo,SNIFFLES
chr5,125718900,125718932,33,,bonobo,SNIFFLES
chr5,127260462,127260503,42,,bonobo,SNIFFLES
chr5,127328192,127328254,63,,bonobo,SNIFFLES
chr5,128451212,128451326,115,,bonobo,SNIFFLES
chr5,129114109,129114193,85,,bonobo,SNIFFLES
chr5,129478454,129478495,42,,bonobo,SNIFFLES
chr5,132311941,132312582,642,,bonobo,SNIFFLES
chr5,132554443,132555366,924,,bonobo,SNIFFLES
chr5,134484322,134484447,126,,bonobo,SNIFFLES
chr5,135162854,135164019,1166,,bonobo,SNIFFLES
chr5,135535512,135535593,82,,bonobo,SNIFFLES
chr5,138403502,138403539,38,,bonobo,SNIFFLES
chr5,139222849,139222943,95,,bonobo,SNIFFLES
chr5,139988222,139988307,86,,bonobo,SNIFFLES
chr5,140118017,140118202,186,,bonobo,SNIFFLES
chr5,141268570,141268610,41,,bonobo,SNIFFLES
chr5,141440729,141440800,72,,bonobo,SNIFFLES
chr5,142016513,142016587,75,,bonobo,SNIFFLES
chr5,142946605,142946735,131,,bonobo,SNIFFLES
chr5,145153265,145166618,13354,,bonobo,SNIFFLES
chr5,148009139,148010653,1515,,bonobo,SNIFFLES
chr5,149614508,149615513,1006,,bonobo,SNIFFLES
chr5,149804469,149804512,44,,bonobo,SNIFFLES
chr5,152855856,152855915,60,,bonobo,SNIFFLES
chr5,155198440,155209743,11304,,bonobo,SNIFFLES
chr5,156713155,156714166,1012,,bonobo,SNIFFLES
chr5,157082860,157083755,896,,bonobo,SNIFFLES
chr5,157279353,157279614,262,,bonobo,SNIFFLES
chr5,157770647,157770771,125,,bonobo,SNIFFLES
chr5,159482868,159483668,801,,bonobo,SNIFFLES
chr5,160549418,160550363,946,,bonobo,SNIFFLES
chr5,164449170,164450778,1609,,bonobo,SNIFFLES
chr5,164749093,164749152,60,,bonobo,SNIFFLES
chr5,165063332,165063399,68,,bonobo,SNIFFLES
chr5,165173704,165173744,41,,bonobo,SNIFFLES
chr5,165956777,165956813,37,,bonobo,SNIFFLES
chr5,166328136,166328342,207,,bonobo,SNIFFLES
chr5,169110392,169111226,835,,bonobo,SNIFFLES
chr5,169330770,169330842,73,,bonobo,SNIFFLES
chr5,169531509,169531580,72,,bonobo,SNIFFLES
chr5,171941830,171941923,94,,bonobo,SNIFFLES
chr5,171965329,171965381,53,,bonobo,SNIFFLES
chr5,172782385,172782438,54,,bonobo,SNIFFLES
chr5,173965248,173966887,1640,,bonobo,SNIFFLES
chr5,174299451,174299683,233,,bonobo,SNIFFLES
chr5,174980723,174980779,57,,bonobo,SNIFFLES
chr5,175755146,175755811,666,,bonobo,SNIFFLES
chr5,177057791,177058885,1095,,bonobo,SNIFFLES
chr5,181246654,181278877,32224,,bonobo,SNIFFLES
chr6,791525,791598,74,,bonobo,SNIFFLES
chr6,1134501,1135235,735,,bonobo,SNIFFLES
chr6,3452628,3453122,495,,bonobo,SNIFFLES
chr6,3599099,3600295,1197,,bonobo,SNIFFLES
chr6,3764160,3764260,101,,bonobo,SNIFFLES
chr6,7077087,7078342,1256,,bonobo,SNIFFLES
chr6,7276516,7276634,119,,bonobo,SNIFFLES
chr6,8984736,8984839,104,,bonobo,SNIFFLES
chr6,9462215,9462581,367,,bonobo,SNIFFLES
chr6,9707792,9707864,73,,bonobo,SNIFFLES
chr6,9746555,9746632,78,,bonobo,SNIFFLES
chr6,10802324,10802415,92,,bonobo,SNIFFLES
chr6,14108139,14108216,78,,bonobo,SNIFFLES
chr6,14285480,14285548,69,,bonobo,SNIFFLES
chr6,15114012,15114246,235,,bonobo,SNIFFLES
chr6,15166998,15167741,744,,bonobo,SNIFFLES
chr6,15299955,150932595,135632641,,bonobo,SNIFFLES
chr6,17112069,17112285,217,,bonobo,SNIFFLES
chr6,18512692,18512793,102,,bonobo,SNIFFLES
chr6,19674321,19674377,57,,bonobo,SNIFFLES
chr6,20719577,20720688,1112,,bonobo,SNIFFLES
chr6,20787424,20788132,709,,bonobo,SNIFFLES
chr6,21288710,21288759,50,,bonobo,SNIFFLES
chr6,21746254,21746302,49,,bonobo,SNIFFLES
chr6,22877236,22877900,665,,bonobo,SNIFFLES
chr6,23386284,23387999,1716,,bonobo,SNIFFLES
chr6,24390633,24391305,673,,bonobo,SNIFFLES
chr6,24847095,24847233,139,,bonobo,SNIFFLES
chr6,25658127,25658341,215,,bonobo,SNIFFLES
chr6,27152774,27152940,167,,bonobo,SNIFFLES
chr6,28305286,28306010,725,,bonobo,SNIFFLES
chr6,29224456,29224496,41,,bonobo,SNIFFLES
chr6,30909862,30910852,991,,bonobo,SNIFFLES
chr6,31041443,31042320,878,,bonobo,SNIFFLES
chr6,35489190,35489281,92,,bonobo,SNIFFLES
chr6,35595350,35595438,89,,bonobo,SNIFFLES
chr6,36034791,36034900,110,,bonobo,SNIFFLES
chr6,36688176,36688212,37,,bonobo,SNIFFLES
chr6,40082362,40082798,437,,bonobo,SNIFFLES
chr6,41755215,41756634,1420,,bonobo,SNIFFLES
chr6,43185033,43185149,117,,bonobo,SNIFFLES
chr6,43496816,43496962,147,,bonobo,SNIFFLES
chr6,43808202,43808869,668,,bonobo,SNIFFLES
chr6,45043239,45043294,56,,bonobo,SNIFFLES
chr6,45174006,45174075,70,,bonobo,SNIFFLES
chr6,45679527,45679586,60,,bonobo,SNIFFLES
chr6,46035846,46035902,57,,bonobo,SNIFFLES
chr6,46294767,46295522,756,,bonobo,SNIFFLES
chr6,46580806,46580866,61,,bonobo,SNIFFLES
chr6,46678572,46679593,1022,,bonobo,SNIFFLES
chr6,47349997,47350072,76,,bonobo,SNIFFLES
chr6,48083349,48084264,916,,bonobo,SNIFFLES
chr6,48947233,48948353,1121,,bonobo,SNIFFLES
chr6,48948239,48948454,216,,bonobo,SNIFFLES
chr6,49596640,49597343,704,,bonobo,SNIFFLES
chr6,50615245,50615281,37,,bonobo,SNIFFLES
chr6,53881380,53881458,79,,bonobo,SNIFFLES
chr6,55512134,55513104,971,,bonobo,SNIFFLES
chr6,56225838,56226215,378,,bonobo,SNIFFLES
chr6,56649119,56649211,93,,bonobo,SNIFFLES
chr6,56969411,56969548,138,,bonobo,SNIFFLES
chr6,58084627,58084772,146,,bonobo,SNIFFLES
chr6,61185347,61185687,341,,bonobo,SNIFFLES
chr6,61223210,61223818,609,,bonobo,SNIFFLES
chr6,61866623,61866913,291,,bonobo,SNIFFLES
chr6,62207918,62208360,443,,bonobo,SNIFFLES
chr6,63569437,63569570,134,,bonobo,SNIFFLES
chr6,63600087,63600125,39,,bonobo,SNIFFLES
chr6,64490217,64490275,59,,bonobo,SNIFFLES
chr6,64649670,64650518,849,,bonobo,SNIFFLES
chr6,65128460,65132802,4343,,bonobo,SNIFFLES
chr6,65128460,65140527,12068,,bonobo,SNIFFLES
chr6,65189651,65189747,97,,bonobo,SNIFFLES
chr6,65311676,65311823,148,,bonobo,SNIFFLES
chr6,65346768,65347537,770,,bonobo,SNIFFLES
chr6,65679776,65679895,120,,bonobo,SNIFFLES
chr6,65937009,65937081,73,,bonobo,SNIFFLES
chr6,66245718,66246738,1021,,bonobo,SNIFFLES
chr6,67537391,67537431,41,,bonobo,SNIFFLES
chr6,68692626,68692718,93,,bonobo,SNIFFLES
chr6,68692626,68693185,560,,bonobo,SNIFFLES
chr6,69140329,69142857,2529,,bonobo,SNIFFLES
chr6,69550402,69550455,54,,bonobo,SNIFFLES
chr6,69592580,69593994,1415,,bonobo,SNIFFLES
chr6,71323956,71324570,615,,bonobo,SNIFFLES
chr6,71672157,71672245,89,,bonobo,SNIFFLES
chr6,73949961,73950763,803,,bonobo,SNIFFLES
chr6,74691599,74692600,1002,,bonobo,SNIFFLES
chr6,75611782,75611848,67,,bonobo,SNIFFLES
chr6,77881531,77881594,64,,bonobo,SNIFFLES
chr6,78027440,78030892,3453,,bonobo,SNIFFLES
chr6,78027472,78027626,155,,bonobo,SNIFFLES
chr6,79463345,79464035,691,,bonobo,SNIFFLES
chr6,79638599,79639242,644,,bonobo,SNIFFLES
chr6,79745571,79746345,775,,bonobo,SNIFFLES
chr6,80317609,80318789,1181,,bonobo,SNIFFLES
chr6,82668873,82668960,88,,bonobo,SNIFFLES
chr6,83038911,83038947,37,,bonobo,SNIFFLES
chr6,83306361,83306448,88,,bonobo,SNIFFLES
chr6,83917403,83917498,96,,bonobo,SNIFFLES
chr6,85659415,164528747,78869333,,bonobo,SNIFFLES
chr6,86211321,86212116,796,,bonobo,SNIFFLES
chr6,86445261,86445366,106,,bonobo,SNIFFLES
chr6,87834764,87834840,77,,bonobo,SNIFFLES
chr6,88740541,88741288,748,,bonobo,SNIFFLES
chr6,89213916,89214224,309,,bonobo,SNIFFLES
chr6,89989794,89989871,78,,bonobo,SNIFFLES
chr6,90117548,90117595,48,,bonobo,SNIFFLES
chr6,92738727,92751225,12499,,bonobo,SNIFFLES
chr6,92776882,92777076,195,,bonobo,SNIFFLES
chr6,95785698,95786275,578,,bonobo,SNIFFLES
chr6,96117292,96117699,408,,bonobo,SNIFFLES
chr6,96607439,96607709,271,,bonobo,SNIFFLES
chr6,98013301,98013368,68,,bonobo,SNIFFLES
chr6,99383744,99384953,1210,,bonobo,SNIFFLES
chr6,100092865,100093824,960,,bonobo,SNIFFLES
chr6,105968700,105968739,40,,bonobo,SNIFFLES
chr6,106260193,106260230,38,,bonobo,SNIFFLES
chr6,106600003,106600050,48,,bonobo,SNIFFLES
chr6,106913992,106914616,625,,bonobo,SNIFFLES
chr6,108209043,108209554,512,,bonobo,SNIFFLES
chr6,108236380,108236687,308,,bonobo,SNIFFLES
chr6,108443873,108443964,92,,bonobo,SNIFFLES
chr6,109995454,109995497,44,,bonobo,SNIFFLES
chr6,114918004,114918043,40,,bonobo,SNIFFLES
chr6,115327677,115327762,86,,bonobo,SNIFFLES
chr6,115357735,115357913,179,,bonobo,SNIFFLES
chr6,115496138,115496173,36,,bonobo,SNIFFLES
chr6,116234466,116234634,169,,bonobo,SNIFFLES
chr6,116516458,116517203,746,,bonobo,SNIFFLES
chr6,116952681,152832574,35879894,,bonobo,SNIFFLES
chr6,117654672,117655438,767,,bonobo,SNIFFLES
chr6,119318537,119318569,33,,bonobo,SNIFFLES
chr6,121273484,121273570,87,,bonobo,SNIFFLES
chr6,121873621,121875109,1489,,bonobo,SNIFFLES
chr6,121952105,121953575,1471,,bonobo,SNIFFLES
chr6,122513666,122514653,988,,bonobo,SNIFFLES
chr6,123900157,123900230,74,,bonobo,SNIFFLES
chr6,124116106,124117297,1192,,bonobo,SNIFFLES
chr6,124465024,124465273,250,,bonobo,SNIFFLES
chr6,125016642,125019244,2603,,bonobo,SNIFFLES
chr6,125019190,125019830,641,,bonobo,SNIFFLES
chr6,125492586,125492684,99,,bonobo,SNIFFLES
chr6,126410600,126413143,2544,,bonobo,SNIFFLES
chr6,126484896,126485006,111,,bonobo,SNIFFLES
chr6,126738634,126740300,1667,,bonobo,SNIFFLES
chr6,129271009,129271688,680,,bonobo,SNIFFLES
chr6,130182807,130183539,733,,bonobo,SNIFFLES
chr6,131092869,131092909,41,,bonobo,SNIFFLES
chr6,131289286,131289336,51,,bonobo,SNIFFLES
chr6,131641123,131641315,193,,bonobo,SNIFFLES
chr6,133763408,133764073,666,,bonobo,SNIFFLES
chr6,134197467,134197657,191,,bonobo,SNIFFLES
chr6,135075816,135076421,606,,bonobo,SNIFFLES
chr6,135356160,135356209,50,,bonobo,SNIFFLES
chr6,136320246,136320295,50,,bonobo,SNIFFLES
chr6,136860744,136861301,558,,bonobo,SNIFFLES
chr6,140241965,140242008,44,,bonobo,SNIFFLES
chr6,141062776,141062839,64,,bonobo,SNIFFLES
chr6,141298852,141299153,302,,bonobo,SNIFFLES
chr6,141858272,141858323,52,,bonobo,SNIFFLES
chr6,144405960,144406174,215,,bonobo,SNIFFLES
chr6,145023736,145023777,42,,bonobo,SNIFFLES
chr6,145700140,145701284,1145,,bonobo,SNIFFLES
chr6,148392387,148392444,58,,bonobo,SNIFFLES
chr6,149207578,149207731,154,,bonobo,SNIFFLES
chr6,149954767,150006051,51285,,bonobo,SNIFFLES
chr6,152468146,152468187,42,,bonobo,SNIFFLES
chr6,155003333,155004044,712,,bonobo,SNIFFLES
chr6,155137679,155137721,43,,bonobo,SNIFFLES
chr6,156381000,156382338,1339,,bonobo,SNIFFLES
chr6,158237585,158238427,843,,bonobo,SNIFFLES
chr6,159720102,159720232,131,,bonobo,SNIFFLES
chr6,160146678,160147469,792,,bonobo,SNIFFLES
chr6,160927881,160928479,599,,bonobo,SNIFFLES
chr6,161678525,161679851,1327,,bonobo,SNIFFLES
chr6,161984177,161984726,550,,bonobo,SNIFFLES
chr6,167238866,167265983,27118,,bonobo,SNIFFLES
chr6,167533424,167533495,72,,bonobo,SNIFFLES
chr6,167786252,167786866,615,,bonobo,SNIFFLES
chr6,168124396,168124444,49,,bonobo,SNIFFLES
chr6,168574745,168576355,1611,,bonobo,SNIFFLES
chr6,170431821,170431892,72,,bonobo,SNIFFLES
chr6,170607934,170608177,244,,bonobo,SNIFFLES
chr7,381727,382591,865,,bonobo,SNIFFLES
chr7,4018925,4019963,1039,,bonobo,SNIFFLES
chr7,6154807,6156173,1367,,bonobo,SNIFFLES
chr7,6212762,6213358,597,,bonobo,SNIFFLES
chr7,6505255,6506078,824,,bonobo,SNIFFLES
chr7,7313403,7313982,580,,bonobo,SNIFFLES
chr7,7999730,7999807,78,,bonobo,SNIFFLES
chr7,8403873,8403928,56,,bonobo,SNIFFLES
chr7,8790831,8790878,48,,bonobo,SNIFFLES
chr7,8851084,8866470,15387,,bonobo,SNIFFLES
chr7,8884235,8884350,116,,bonobo,SNIFFLES
chr7,10013613,10014806,1194,,bonobo,SNIFFLES
chr7,11665946,11666839,894,,bonobo,SNIFFLES
chr7,12023941,12025062,1122,,bonobo,SNIFFLES
chr7,12615061,12615227,167,,bonobo,SNIFFLES
chr7,12679095,12679820,726,,bonobo,SNIFFLES
chr7,13980309,13980360,52,,bonobo,SNIFFLES
chr7,14798167,14798209,43,,bonobo,SNIFFLES
chr7,15796956,15797037,82,,bonobo,SNIFFLES
chr7,16133766,16133837,72,,bonobo,SNIFFLES
chr7,16270904,16271912,1009,,bonobo,SNIFFLES
chr7,18151578,18151691,114,,bonobo,SNIFFLES
chr7,18282290,18282351,62,,bonobo,SNIFFLES
chr7,19308856,19310142,1287,,bonobo,SNIFFLES
chr7,20131196,20131322,127,,bonobo,SNIFFLES
chr7,23045262,23047562,2301,,bonobo,SNIFFLES
chr7,23048238,23052048,3811,,bonobo,SNIFFLES
chr7,23051624,23052046,423,,bonobo,SNIFFLES
chr7,23307322,23307441,120,,bonobo,SNIFFLES
chr7,24046815,24047138,324,,bonobo,SNIFFLES
chr7,25647789,25647901,113,,bonobo,SNIFFLES
chr7,26713777,26713862,86,,bonobo,SNIFFLES
chr7,27125661,27125727,67,,bonobo,SNIFFLES
chr7,28161001,28161083,83,,bonobo,SNIFFLES
chr7,31905218,31905264,47,,bonobo,SNIFFLES
chr7,32361566,32361858,293,,bonobo,SNIFFLES
chr7,32372111,32372162,52,,bonobo,SNIFFLES
chr7,32951653,55729237,22777585,,bonobo,SNIFFLES
chr7,33247348,33247458,111,,bonobo,SNIFFLES
chr7,33439898,33439952,55,,bonobo,SNIFFLES
chr7,35445259,35445402,144,,bonobo,SNIFFLES
chr7,35453317,35453645,329,,bonobo,SNIFFLES
chr7,35631113,35635838,4726,,bonobo,SNIFFLES
chr7,35737015,35737514,500,,bonobo,SNIFFLES
chr7,35782131,35782189,59,,bonobo,SNIFFLES
chr7,37089641,37090477,837,,bonobo,SNIFFLES
chr7,37477136,37477277,142,,bonobo,SNIFFLES
chr7,37583287,37583340,54,,bonobo,SNIFFLES
chr7,39252620,39252658,39,,bonobo,SNIFFLES
chr7,39378610,43976295,4597686,,bonobo,SNIFFLES
chr7,39486119,39486341,223,,bonobo,SNIFFLES
chr7,39552469,39552769,301,,bonobo,SNIFFLES
chr7,40241005,40241093,89,,bonobo,SNIFFLES
chr7,40567576,40568636,1061,,bonobo,SNIFFLES
chr7,40839777,40840814,1038,,bonobo,SNIFFLES
chr7,41267001,41267234,234,,bonobo,SNIFFLES
chr7,41319571,41319848,278,,bonobo,SNIFFLES
chr7,41474716,41474807,92,,bonobo,SNIFFLES
chr7,41493045,41493104,60,,bonobo,SNIFFLES
chr7,43690378,43690497,120,,bonobo,SNIFFLES
chr7,43829022,43830438,1417,,bonobo,SNIFFLES
chr7,44264894,44264964,71,,bonobo,SNIFFLES
chr7,45424208,45424310,103,,bonobo,SNIFFLES
chr7,46327753,46328971,1219,,bonobo,SNIFFLES
chr7,47300260,47301321,1062,,bonobo,SNIFFLES
chr7,53184635,53188937,4303,,bonobo,SNIFFLES
chr7,55615423,55616731,1309,,bonobo,SNIFFLES
chr7,57009018,150950076,93941059,,bonobo,SNIFFLES
chr7,57293813,57294366,554,,bonobo,SNIFFLES
chr7,63884328,63884413,86,,bonobo,SNIFFLES
chr7,64493145,64493291,147,,bonobo,SNIFFLES
chr7,66004753,66004853,101,,bonobo,SNIFFLES
chr7,66149477,66149833,357,,bonobo,SNIFFLES
chr7,66845774,66845890,117,,bonobo,SNIFFLES
chr7,66972693,72844302,5871610,,bonobo,SNIFFLES
chr7,67019304,67020344,1041,,bonobo,SNIFFLES
chr7,69221302,69221363,62,,bonobo,SNIFFLES
chr7,69567990,69568974,985,,bonobo,SNIFFLES
chr7,71985727,71985878,152,,bonobo,SNIFFLES
chr7,72832963,72833053,91,,bonobo,SNIFFLES
chr7,74984767,74984895,129,,bonobo,SNIFFLES
chr7,75039298,75040591,1294,,bonobo,SNIFFLES
chr7,76653944,76654151,208,,bonobo,SNIFFLES
chr7,76688029,76688671,643,,bonobo,SNIFFLES
chr7,77843680,77844761,1082,,bonobo,SNIFFLES
chr7,79437836,121839563,42401728,,bonobo,SNIFFLES
chr7,79863952,79865741,1790,,bonobo,SNIFFLES
chr7,79983173,79983210,38,,bonobo,SNIFFLES
chr7,80530764,80530828,65,,bonobo,SNIFFLES
chr7,80877766,80878232,467,,bonobo,SNIFFLES
chr7,80880249,80880955,707,,bonobo,SNIFFLES
chr7,80996657,80997755,1099,,bonobo,SNIFFLES
chr7,81279549,81314874,35326,,bonobo,SNIFFLES
chr7,82221506,82221577,72,,bonobo,SNIFFLES
chr7,83148929,83149471,543,,bonobo,SNIFFLES
chr7,83608577,83608636,60,,bonobo,SNIFFLES
chr7,84679700,84679731,32,,bonobo,SNIFFLES
chr7,87488636,87489226,591,,bonobo,SNIFFLES
chr7,87671713,87672580,868,,bonobo,SNIFFLES
chr7,89798464,89798571,108,,bonobo,SNIFFLES
chr7,90057847,90059035,1189,,bonobo,SNIFFLES
chr7,90270288,90271396,1109,,bonobo,SNIFFLES
chr7,91307167,91307250,84,,bonobo,SNIFFLES
chr7,93058703,93059012,310,,bonobo,SNIFFLES
chr7,94971660,94971976,317,,bonobo,SNIFFLES
chr7,95332466,95332501,36,,bonobo,SNIFFLES
chr7,95489638,95489708,71,,bonobo,SNIFFLES
chr7,95549410,95549593,184,,bonobo,SNIFFLES
chr7,95651455,95653456,2002,,bonobo,SNIFFLES
chr7,100042054,100042097,44,,bonobo,SNIFFLES
chr7,100378174,100378282,109,,bonobo,SNIFFLES
chr7,101631837,101631926,90,,bonobo,SNIFFLES
chr7,101763426,101763948,523,,bonobo,SNIFFLES
chr7,101904215,101904430,216,,bonobo,SNIFFLES
chr7,101963098,101964242,1145,,bonobo,SNIFFLES
chr7,101990569,101990717,149,,bonobo,SNIFFLES
chr7,103831223,103831265,43,,bonobo,SNIFFLES
chr7,104377280,104377685,406,,bonobo,SNIFFLES
chr7,104893847,104893995,149,,bonobo,SNIFFLES
chr7,105368521,105368603,83,,bonobo,SNIFFLES
chr7,105443390,105444430,1041,,bonobo,SNIFFLES
chr7,105658286,105658383,98,,bonobo,SNIFFLES
chr7,106467835,106469307,1473,,bonobo,SNIFFLES
chr7,106834457,106835212,756,,bonobo,SNIFFLES
chr7,106856340,106856395,56,,bonobo,SNIFFLES
chr7,108667666,108667711,46,,bonobo,SNIFFLES
chr7,110667111,110667268,158,,bonobo,SNIFFLES
chr7,110704091,110704157,67,,bonobo,SNIFFLES
chr7,112102834,112102967,134,,bonobo,SNIFFLES
chr7,113725357,113725562,206,,bonobo,SNIFFLES
chr7,114958736,114959379,644,,bonobo,SNIFFLES
chr7,115539908,115540010,103,,bonobo,SNIFFLES
chr7,116479018,116479298,281,,bonobo,SNIFFLES
chr7,120652529,120653286,758,,bonobo,SNIFFLES
chr7,121181488,121181561,74,,bonobo,SNIFFLES
chr7,124524227,124529693,5467,,bonobo,SNIFFLES
chr7,124524227,124528658,4432,,bonobo,SNIFFLES
chr7,124745232,124745849,618,,bonobo,SNIFFLES
chr7,124760428,124760575,148,,bonobo,SNIFFLES
chr7,124967997,124968080,84,,bonobo,SNIFFLES
chr7,126137417,126137667,251,,bonobo,SNIFFLES
chr7,126439140,126439962,823,,bonobo,SNIFFLES
chr7,126548751,126548797,47,,bonobo,SNIFFLES
chr7,126966285,126966324,40,,bonobo,SNIFFLES
chr7,127632794,127633777,984,,bonobo,SNIFFLES
chr7,127852591,127852695,105,,bonobo,SNIFFLES
chr7,131246558,131246606,49,,bonobo,SNIFFLES
chr7,132335217,132335950,734,,bonobo,SNIFFLES
chr7,132421947,132421998,52,,bonobo,SNIFFLES
chr7,134206211,134206440,230,,bonobo,SNIFFLES
chr7,136597251,136598425,1175,,bonobo,SNIFFLES
chr7,136597251,136600049,2799,,bonobo,SNIFFLES
chr7,136688327,136690464,2138,,bonobo,SNIFFLES
chr7,136689412,136690464,1053,,bonobo,SNIFFLES
chr7,138367647,138368714,1068,,bonobo,SNIFFLES
chr7,138780165,138780236,72,,bonobo,SNIFFLES
chr7,138830219,138830569,351,,bonobo,SNIFFLES
chr7,139073388,139074900,1513,,bonobo,SNIFFLES
chr7,140772623,140773538,916,,bonobo,SNIFFLES
chr7,141241797,141241833,37,,bonobo,SNIFFLES
chr7,141532094,141533146,1053,,bonobo,SNIFFLES
chr7,143043469,143044522,1054,,bonobo,SNIFFLES
chr7,143465729,143465760,32,,bonobo,SNIFFLES
chr7,144759555,144763122,3568,,bonobo,SNIFFLES
chr7,146279370,146279415,46,,bonobo,SNIFFLES
chr7,148264490,148265389,900,,bonobo,SNIFFLES
chr7,150566189,150566312,124,,bonobo,SNIFFLES
chr7,150763665,150763753,89,,bonobo,SNIFFLES
chr7,154174211,154174263,53,,bonobo,SNIFFLES
chr7,157566144,157566260,117,,bonobo,SNIFFLES
chr7,158470414,158471072,659,,bonobo,SNIFFLES
chr8,1352804,1353590,787,,bonobo,SNIFFLES
chr8,2358742,2360326,1585,,bonobo,SNIFFLES
chr8,2598279,2598362,84,,bonobo,SNIFFLES
chr8,2717491,2717718,228,,bonobo,SNIFFLES
chr8,3419454,3419491,38,,bonobo,SNIFFLES
chr8,4492584,4493750,1167,,bonobo,SNIFFLES
chr8,5573956,5575223,1268,,bonobo,SNIFFLES
chr8,6297863,6299769,1907,,bonobo,SNIFFLES
chr8,8857667,8857760,94,,bonobo,SNIFFLES
chr8,9218480,9219012,533,,bonobo,SNIFFLES
chr8,10095382,10096155,774,,bonobo,SNIFFLES
chr8,10342213,10342531,319,,bonobo,SNIFFLES
chr8,10885618,10886367,750,,bonobo,SNIFFLES
chr8,14028274,14028599,326,,bonobo,SNIFFLES
chr8,15450181,15450748,568,,bonobo,SNIFFLES
chr8,16286246,16304010,17765,,bonobo,SNIFFLES
chr8,16598116,16599115,1000,,bonobo,SNIFFLES
chr8,17543849,137127192,119583344,,bonobo,SNIFFLES
chr8,17601335,17601418,84,,bonobo,SNIFFLES
chr8,18396970,18398238,1269,,bonobo,SNIFFLES
chr8,18881683,18881860,178,,bonobo,SNIFFLES
chr8,18972348,18972381,34,,bonobo,SNIFFLES
chr8,24334244,24335602,1359,,bonobo,SNIFFLES
chr8,24801848,24801957,110,,bonobo,SNIFFLES
chr8,25555353,25556995,1643,,bonobo,SNIFFLES
chr8,26666091,26666870,780,,bonobo,SNIFFLES
chr8,26797210,26797311,102,,bonobo,SNIFFLES
chr8,27215818,27215866,49,,bonobo,SNIFFLES
chr8,27466433,27467346,914,,bonobo,SNIFFLES
chr8,28903833,28904067,235,,bonobo,SNIFFLES
chr8,29451780,29452817,1038,,bonobo,SNIFFLES
chr8,30591881,30592512,632,,bonobo,SNIFFLES
chr8,32791445,32791615,171,,bonobo,SNIFFLES
chr8,35556781,74219808,38663028,,bonobo,SNIFFLES
chr8,36147426,36147677,252,,bonobo,SNIFFLES
chr8,36617043,36617086,44,,bonobo,SNIFFLES
chr8,37676204,37676257,54,,bonobo,SNIFFLES
chr8,37757078,37757143,66,,bonobo,SNIFFLES
chr8,39829631,39829744,114,,bonobo,SNIFFLES
chr8,39881693,39881740,48,,bonobo,SNIFFLES
chr8,39910763,39910865,103,,bonobo,SNIFFLES
chr8,39975440,39976823,1384,,bonobo,SNIFFLES
chr8,40459047,40459162,116,,bonobo,SNIFFLES
chr8,41813983,41815025,1043,,bonobo,SNIFFLES
chr8,42209479,42210838,1360,,bonobo,SNIFFLES
chr8,42945894,42946025,132,,bonobo,SNIFFLES
chr8,46322255,46322585,331,,bonobo,SNIFFLES
